download_url,document_url,title,date_uploaded,description,tag,category,language,privacy,total_views,slideshare_views,embed_views,total_likes,total_comments,total_downloads
https://www.slideshare.net/dwnld_file?s_title=going-without-a-modality-and-its-role-153650545,https://www.slideshare.net/valeria.depaiva/going-without-a-modality-and-its-role-153650545,Going Without: a modality and its role,2019-07-05 01:22:13 UTC,"Tuebingen, March 2019","type theory,linear logic,fibrational models,proof theoretic semantics",presentation,en,public,54,46,8,0,1,1
https://www.slideshare.net/dwnld_file?s_title=women-in-logic-2019,https://www.slideshare.net/valeria.depaiva/women-in-logic-2019,Women in Logic 2019,2019-07-05 01:26:24 UTC,"WiL2019 opening slides, 23 June 2019, associated with LiCS2019","women in tech,women in cs,women in logic",presentation,en,public,71,61,10,0,1,0
https://www.slideshare.net/dwnld_file?s_title=mulheres-na-logica-e-no-brasil,https://www.slideshare.net/valeria.depaiva/mulheres-na-logica-e-no-brasil,Mulheres na Lógica (e no Brasil),2019-07-16 20:30:51 UTC,"Mesa Redonda no EBL, https://ebl2019.ci.ufpb.br/","logica,mulheres",presentation,pt,public,226,218,8,1,0,0
https://www.slideshare.net/dwnld_file?s_title=benchmarking-linear-logic-proofs-valeria-de-paiva,https://www.slideshare.net/valeria.depaiva/benchmarking-linear-logic-proofs-valeria-de-paiva,"Benchmarking Linear Logic Proofs, Valeria de Paiva",2019-07-25 08:44:22 UTC,"Talk at the 1st Joint Meeting Brazil-France in Mathematics, https://impa.br/eventos-do-impa/eventos-2019/1st-joint-meeting-brazil-france-in-mathematics/","linear logic,rewriting,kleene theorems,intuitionistic logic",presentation,en,public,219,209,10,0,12,2
https://www.slideshare.net/dwnld_file?s_title=dialectica-categories-the-relevant-version-valeria-de-paiva,https://www.slideshare.net/valeria.depaiva/dialectica-categories-the-relevant-version-valeria-de-paiva,"Dialectica Categories: the Relevant version, Valeria de Paiva",2019-07-26 14:16:56 UTC,"Talk at ICM2018 logic-satellite meeting, Niteroi, Brazil, August 2018","relevant logic,categorical models,dialectica spaces",presentation,en,public,140,119,21,0,2,5
https://www.slideshare.net/dwnld_file?s_title=ebmm2019-tutoria,https://www.slideshare.net/valeria.depaiva/ebmm2019-tutoria,EBMM2019 -- TUTORIA,2019-11-10 20:02:21 UTC,Short talk (tutoria in Portuguese) as part of EBMM 2019 on the importance of publications in academia.,"matematica,artigos,gender issues",presentation,pt,public,50,44,6,1,0,1
https://www.slideshare.net/dwnld_file?s_title=pure-algebra-to-applied-ai-a-personal-journey,https://www.slideshare.net/valeria.depaiva/pure-algebra-to-applied-ai-a-personal-journey,Pure Algebra to Applied AI: a personal journey,2019-11-10 20:18:06 UTC,"Invited talk at IMPA- Brazil on becoming an AI scientist, starting from a background in Pure Mathematics","category theory,artificial intelligence,computational semantics",presentation,en,public,129,113,16,1,0,6
https://www.slideshare.net/dwnld_file?s_title=structural-and-distributional-meaning-representations,https://www.slideshare.net/valeria.depaiva/structural-and-distributional-meaning-representations,Structural and Distributional Meaning Representations,2020-03-09 15:04:55 UTC,"Talk at CSL SRI, March 2020, based on https://www.aclweb.org/anthology/W19-3305.pdf","distributional semantics,meaning representations,gkr",presentation,en,public,106,77,29,0,0,1
https://www.slideshare.net/dwnld_file?s_title=natural-language-inference-for-humans,https://www.slideshare.net/valeria.depaiva/natural-language-inference-for-humans,Natural Language Inference for Humans,2020-07-19 20:32:28 UTC,"Talk for the women+@DCS Sheffield University, UK
 
 Title: Natural Language Inference for Humans
 
 Valeria de Paiva, 
 
 Topos Institute, Berkeley, USA
 
 
 
 Abstract: One hears much about the incredible results of recent neural nets methods in NLP. In particular much has been made of the results on the Natural Language Inference task using the huge new corpora SNLI, MultiNLI, SciTail, etc, constructed since 2015. Wanting to join in the fun, we decided to check the results on the corpus SICK (Sentences Involving Compositional Knowledge), which is two orders of magnitude smaller than SLNI and presumably easier to deal with. 
 
 We discovered that there were many results that did not agree with our intuitions. As a result, we have written so far five papers on the subject (with another one submitted to COLING2020). 
 
 I want to show you a potted summary of this work, to explain why we think this work is not near completion yet and how we're planning to tackle it. 
 
 
 
 This is work with Katerina Kalouli, Livy Real, Annebeth Buis and Martha Palmer. The papers are 
 
 Explaining Simple Natural Language Inference. Proceedings of the 13th Linguistic Annotation Workshop (LAW 2019), 01 August 2019. ACL 2019,
 
 WordNet for “Easy” Textual Inferences. Proceedings of the Globalex Workshop, associated with LREC 2018
 
 Graph Knowledge Representations for SICK. informal Proc of 5th Workshop on Natural Language and Computer Science, Oxford, UK, 08 July 2018
 
 Textual Inference: getting logic from humans. Proc of the 12th International Conference on Computational Semantics (IWCS), 22 September 2017
 
 Correcting Contradictions. Proc of Computing Natural Language Inference Workshop (CONLI 2017) @IWCS 2017","natural language inference,women in cs,hybrid methods",presentation,en,public,276,268,8,0,0,3
https://www.slideshare.net/dwnld_file?s_title=dialectica-categories-for-the-lambek-calculus-237054429,https://www.slideshare.net/valeria.depaiva/dialectica-categories-for-the-lambek-calculus-237054429,Dialectica Categories for the Lambek Calculus,2020-07-19 20:40:17 UTC,"Talk at the Melbourne Logic Seminar
 
 on Shawn Standefer invitation
 
 Dialectica categories for the Lambek calculus
 
 Valeria de Paiva
 
 The Topos Institute, Berkeley, CA
 
 
 
 Abstract:
 
 
 
  Dialectica categorical models of the Lambek Calculus were first presented in the Amsterdam Colloquium a long time ago. Following Lambek's lead, we approached the Lambek Calculus from the perspective of Linear Logic and adapted the Dialectica categorical models for Linear Logic to Lambek's non-commutative calculus. The old work took for granted the syntax of the Lambek calculus and only discussed the exciting possibilities of new models for the modalities that Linear Logic introduced. Many years later we find that the work on dialectica models of the Lambek calculus is still interesting and that it might inform some of the most recent work on the relationship between Categorial Grammars and notions of Distributional Semantics.
 
 Thus we revisited the old work, making sure that the syntax details that were sketchy on the first version got completed and verified, using automated tools such as Agda and Ott. Ultimately we are interested in the applicability of the original systems to their intended uses in the construction of semantics of Natural Language. But before we can discuss it, we need to make sure that the mathematical properties that make the Lambek calculus attractive are all properly modeled and this is the main aim of this paper. 
 
 
 
 We recall the Lambek calculus with its Curry-Howard isomorphic term assignment system. We extend it with a $\kappa$ modality, inspired by Yetter's work, which makes the calculus commutative. Then we add the of-course modality $!$, as Girard did, re-introducing weakening and contraction for all formulas and get back the full power of intuitionistic and classical logic. We also present algebraic semantics and categorical semantics, proved sound and complete for the whole system. Finally, we show the traditional properties of type systems, like subject reduction, the Church-Rosser theorem and normalization for the calculi of extended modalities, which we did not have before.","lambek calculus,type theory,categorical models",presentation,en,public,114,108,6,0,0,2
https://www.slideshare.net/dwnld_file?s_title=dialectica-categories-and-petri-nets-237086234,https://www.slideshare.net/valeria.depaiva/dialectica-categories-and-petri-nets-237086234,Dialectica Categories and Petri Nets,2020-07-20 19:53:42 UTC,To start the discussion with the ACT (Applied Category Theory) Summer School 2020 group,"petri nets,dialectica categories,act,linear logic",presentation,en,public,98,94,4,0,0,2
https://www.slideshare.net/dwnld_file?s_title=dialectica-categories-the-mathematical-version,https://www.slideshare.net/valeria.depaiva/dialectica-categories-the-mathematical-version,Dialectica Categories: the mathematical version,2020-07-20 20:32:43 UTC,"Talk to students at Andres Villaveces course ""Non Classical Logics"" at UNAL, Bogota, Colombia, on 9th June 2020
 
 
 
 Dialectica Categories: the mathematical version
 
 
 
 Abstract: I will give a potted summary of the more mathematical version of Dialectica Categories which were introduced some 30 years ago. Dialectica categories were used to produce models of Linear Logic, inspired by Goedel’s original Dialectica Interpretation (1958), but many more applications were introduced by others. 
 
 Dialectica categories are described in the technical report from Cambridge (“The Dialectica Categories”, TR213, https://www.cl.cam.ac.uk/techreports/UCAM-CL-TR-213.pdf, 1990) if you want to read ahead, but this is not necessary. Some of the applications are described in https://github.com/vcvpaiva/DialecticaCategories. However, in this talk, we will only discuss the mathematics of the constructions.
 
 ============
 
 En la construcción colectiva del mapa semántico de las lógicas no clásicas del curso el tema de la exposición de Valeria de Paiva jugará un papel importante.
 
  Grupo de Lógica de Bogotá
 
  El blog de Terence Tao
 
  When Math(s) turns out to be useful","logic,proof theory,categorical proof theory,dialectica categories,linear logic",presentation,en,public,54,46,8,0,0,4
https://www.slideshare.net/dwnld_file?s_title=relevant-dialectica-categories,https://www.slideshare.net/valeria.depaiva/relevant-dialectica-categories,Relevant Dialectica Categories,2020-09-01 17:13:08 UTC,"Talk at MIT Categories Seminar, August 2020","dialectica categories,relevant logic,lambdai,applied category theory",presentation,en,public,108,93,15,0,0,3
https://www.slideshare.net/dwnld_file?s_title=semantics-and-reasoning-for-nlp-ai-and-act,https://www.slideshare.net/valeria.depaiva/semantics-and-reasoning-for-nlp-ai-and-act,"Semantics and Reasoning: for NLP, AI and ACT",2020-09-29 02:42:53 UTC,"Quick presentation for LAC: Laboratory for Advanced Collaboration, Prof Endler, Dept Informatics, PUC- Rio de Janeiro, Aug 2020","ai,nlp,iot,collaboration,mobility",presentation,en,public,52,46,6,0,0,3
https://www.slideshare.net/dwnld_file?s_title=benchmarking-linear-logic-proofs-238728486,https://www.slideshare.net/valeria.depaiva/benchmarking-linear-logic-proofs-238728486,Benchmarking Linear Logic Proofs,2020-10-03 15:47:56 UTC,"Talk at the August Colloquium, 2nd October 2020","benchmarks,linear logic,automated reasoning",presentation,en,public,91,87,4,0,0,2
https://www.slideshare.net/dwnld_file?s_title=benchmarking-linear-logic-proofs-239151360,https://www.slideshare.net/valeria.depaiva/benchmarking-linear-logic-proofs-239151360,Benchmarking Linear Logic Proofs,2020-11-08 18:00:54 UTC,"Talk given at the Proof Theory Virtual Seminar, Nov 4th 2020","linear logic,benchmarks,neural nets",presentation,en,public,39,33,6,0,0,2
https://www.slideshare.net/dwnld_file?s_title=dialectica-categories-the-mathematical-version-239925600,https://www.slideshare.net/valeria.depaiva/dialectica-categories-the-mathematical-version-239925600,Dialectica Categories: the mathematical version,2020-12-09 18:37:29 UTC,"Talk at BACAT (Bay Area Categories and Types) Dec 5, 2020","linear logic,category theory,dialectica categories",presentation,en,public,77,71,6,0,0,3
https://www.slideshare.net/dwnld_file?s_title=ontologies-and-semantics-for-portuguese,https://www.slideshare.net/valeria.depaiva/ontologies-and-semantics-for-portuguese,Ontologies and Semantics for Portuguese,2020-12-22 05:15:23 UTC,"Panel at Ontobras2020, https://www.inf.ufrgs.br/ontobras/","ontology,ai,nlp,lexical resources",presentation,en,public,45,41,4,0,0,1
https://www.slideshare.net/dwnld_file?s_title=logica-representatividade,https://www.slideshare.net/valeria.depaiva/logica-representatividade,Logica & Representatividade,2021-01-21 05:57:58 UTC,slides para o evento https://logicasbrasileiras.wordpress.com/logica-e-representatividade/,"gender gap,inequality,anti-racismo",presentation,en,public,71,67,4,0,0,1
https://www.slideshare.net/dwnld_file?s_title=a-semantica-nossa-de-cada-dia,https://www.slideshare.net/valeria.depaiva/a-semantica-nossa-de-cada-dia,A Semantica Nossa de Cada Dia,2021-01-29 01:12:04 UTC,"Plenaria no Encontro Brasileiro de Teoria de Categorias, no youtube https://www.youtube.com/watch?v=wjtwajF6ovs&feature=youtu.be","categorias,logica linear,categorias dialecticas",presentation,pt,public,45,37,8,0,0,1
https://www.slideshare.net/dwnld_file?s_title=categorical-semantics-for-explicit-substitutions,https://www.slideshare.net/valeria.depaiva/categorical-semantics-for-explicit-substitutions,Categorical Semantics for Explicit Substitutions,2021-02-12 17:16:11 UTC,"Plenary talk at XIII Summer School in Mathematics, University of Brasilia, https://www.youtube.com/watch?v=w4tTdai9mTg&feature=youtu.be","explicity substitutions,linear lambda-calculus,categorical models",document,en,public,55,49,6,0,0,2
https://www.slideshare.net/dwnld_file?s_title=dialectica-amongst-friends,https://www.slideshare.net/valeria.depaiva/dialectica-amongst-friends,Dialectica amongst friends,2021-02-22 05:31:48 UTC,Quick description of dialectica categories in 10 slides only,"linear logic,dialectica categories,co-free comonad",presentation,en,public,59,49,10,0,0,1
https://www.slideshare.net/dwnld_file?s_title=linear-logic-and-constructive-mathematics-after-shulman,https://www.slideshare.net/valeria.depaiva/linear-logic-and-constructive-mathematics-after-shulman,"Linear Logic and Constructive Mathematics, after Shulman",2021-04-22 04:16:45 UTC,"Working Logician preliminary slides, April 2021","linear logic,constructive mathematics,dialectica categories",presentation,en,public,80,72,8,0,0,2
https://www.slideshare.net/dwnld_file?s_title=constructive-modalities,https://www.slideshare.net/valeria.depaiva/constructive-modalities,Constructive Modalities,2021-05-28 00:28:02 UTC,"Talk at ""Celebrating Women in Mathematics"" -- Logic Special Session, 25 May 2021","modal logic,constructive logic,modal type theory",presentation,en,public,30,26,4,0,0,1
https://www.slideshare.net/dwnld_file?s_title=dialectica-and-kolmogorov-problems,https://www.slideshare.net/valeria.depaiva/dialectica-and-kolmogorov-problems,Dialectica and Kolmogorov Problems,2021-05-28 23:52:25 UTC,"Workshop on Finding the Right Abstractions, May 2021","linear logic,constructivism,mathematics,ai",document,en,public,41,32,9,0,0,3
https://www.slideshare.net/dwnld_file?s_title=categorical-semantics-for-explicit-substitutions-249215630,https://www.slideshare.net/valeria.depaiva/categorical-semantics-for-explicit-substitutions-249215630,Categorical Semantics for Explicit Substitutions,2021-06-09 02:25:56 UTC,"Talk at the Cambridge Category Theory Seminar, 1st June 2021","linear logic,combinators,linear functional programming",presentation,en,public,32,29,3,0,0,0
https://www.slideshare.net/dwnld_file?s_title=categorical-proof-theory-for-everyone,https://www.slideshare.net/valeria.depaiva/categorical-proof-theory-for-everyone,Categorical Proof Theory for Everyone,2021-06-15 01:24:54 UTC,Trying to say why categorical proof theory is fun,"category theory,proof theory,science communication",presentation,en,public,61,59,2,0,0,0
https://www.slideshare.net/dwnld_file?s_title=gender-gap-in-computing-2014,https://www.slideshare.net/valeria.depaiva/gender-gap-in-computing-2014,Gender Gap in Computing 2014,2021-06-26 23:32:46 UTC,"Talk at USP, 40th anniversary of the BCC","gender gap,computing for women,usp",presentation,en,public,149,147,2,0,0,1
https://www.slideshare.net/dwnld_file?s_title=constructive-modalities-249503886,https://www.slideshare.net/valeria.depaiva/constructive-modalities-249503886,Constructive Modalities,2021-06-26 23:39:32 UTC,"Invited Talk at the Ticamore (TICAMORE: Translating and dIscovering CAlculi for MOdal and RElated logics) 7th meeting
 
 https://ticamore.logic.at/","modal logic,modalities,constructivism,frameworks",presentation,en,public,190,183,7,0,0,1
https://www.slideshare.net/dwnld_file?s_title=dialectica-and-kolmogorov-problems-249928858,https://www.slideshare.net/valeria.depaiva/dialectica-and-kolmogorov-problems-249928858,Dialectica and Kolmogorov Problems,2021-08-06 03:54:37 UTC,Logic Colloquium 2021 contributed short talk,"linear logic,intuitionistic logic,theory of problems,dialectica construction",presentation,en,public,40,37,3,0,0,2
https://www.slideshare.net/dwnld_file?s_title=intuitive-semantics-for-full-intuitionistic-linear-logic-2014,https://www.slideshare.net/valeria.depaiva/intuitive-semantics-for-full-intuitionistic-linear-logic-2014,Intuitive Semantics for Full Intuitionistic Linear Logic (2014),2021-08-11 22:02:35 UTC,Vienna Summer of Logic 2014 presentation,"linear logic,fill,games",presentation,en,public,141,139,2,0,0,2
https://www.slideshare.net/dwnld_file?s_title=logic-and-probabilistic-methods-for-dialog,https://www.slideshare.net/valeria.depaiva/logic-and-probabilistic-methods-for-dialog,Logic and Probabilistic Methods for Dialog,2021-08-15 00:12:10 UTC,"Introduction to the Workshop at ESSLLI2015 Logic and Probabilistic Methods for Dialog, Valeria de Paiva and Charles Ortiz Jr","dialogue,dialog,nlp,logic methods,probabilistic methods",presentation,en,public,76,73,3,0,0,1
https://www.slideshare.net/dwnld_file?s_title=categorical-explicit-substitutions,https://www.slideshare.net/valeria.depaiva/categorical-explicit-substitutions,Categorical Explicit Substitutions,2021-09-05 16:13:00 UTC,Topos Colloquium Aug 2021,,presentation,en,public,101,99,2,0,0,1
https://www.slideshare.net/dwnld_file?s_title=dialectica-comonads,https://www.slideshare.net/valeria.depaiva/dialectica-comonads,Dialectica Comonads,2021-09-05 16:16:02 UTC,"Dialectica Comonads, CALCO Invited Talk, Aug 2021","pl semantics,comonads,linear logic",presentation,en,public,107,104,3,0,0,1
https://www.slideshare.net/dwnld_file?s_title=valeria1-250256730,https://www.slideshare.net/valeria.depaiva/valeria1-250256730,NLCS 2013 opening slides,2021-09-21 20:59:27 UTC,"Opening slides for Natural Language and Computer Science (NLCS2013),
 
 New Orleans, 2013","nlp,computational semantics,natural language inference",presentation,en,public,119,114,5,0,0,1
https://www.slideshare.net/dwnld_file?s_title=semantics-and-reasoning-for-nlp-ai-and-act-250488235,https://www.slideshare.net/valeria.depaiva/semantics-and-reasoning-for-nlp-ai-and-act-250488235,"Semantics and Reasoning for NLP, AI and ACT",2021-10-21 03:57:35 UTC,Ada Lovelace Day 2021,"silicon valley,nlp,ai,computational semantics",presentation,en,public,39,37,2,0,0,1
https://www.slideshare.net/dwnld_file?s_title=constructive-modal-and-linear-logics,https://www.slideshare.net/valeria.depaiva/constructive-modal-and-linear-logics,Constructive Modal and Linear Logics,2021-10-29 19:05:54 UTC,"Topos internal talk#2
 
 October 2021","linear logic,modalities,intuitionistic modal logic",presentation,en,public,105,100,5,0,0,2
https://www.slideshare.net/dwnld_file?s_title=negation-in-the-ecumenical-system,https://www.slideshare.net/valeria.depaiva/negation-in-the-ecumenical-system,Negation in the Ecumenical System,2021-12-19 06:03:00 UTC,talk at the 1st Brazil-Colombia Meeting in Logic,"intuitionistic logic,classical logic,ecumenical system",presentation,en,public,146,143,3,0,0,1
https://www.slideshare.net/dwnld_file?s_title=the-importance-of-being-erneast-open-datasets-in-portuguese,https://www.slideshare.net/valeria.depaiva/the-importance-of-being-erneast-open-datasets-in-portuguese,The importance of Being Erneast: Open datasets in Portuguese,2021-12-19 06:13:59 UTC,Talk at OpenCor 2021 online,"nlp,nli,lexical resources,portuguese",presentation,en,public,157,150,7,0,0,2
https://www.slideshare.net/dwnld_file?s_title=dialectica-petri-nets,https://www.slideshare.net/valeria.depaiva/dialectica-petri-nets,Dialectica Petri Nets,2022-03-09 16:07:23 UTC,"Joint work with Elena di Lavore and Wilmer Leal
 
 Talk at Intercats2022","petri nets,concurrency,linear logic,dialectica construction",presentation,en,public,56,55,1,0,0,0
https://www.slideshare.net/dwnld_file?s_title=natural-language-inference-for-humans-and-machines,https://www.slideshare.net/valeria.depaiva/natural-language-inference-for-humans-and-machines,Natural Language Inference: for Humans and Machines,2022-03-09 16:13:54 UTC,Berkeley Internal seminar Jan2022,"nli,nlp,linear logic,machine learning",presentation,en,public,67,62,5,0,0,0
https://www.slideshare.net/dwnld_file?s_title=problemas-de-kolmogorovveloso,https://www.slideshare.net/valeria.depaiva/problemas-de-kolmogorovveloso,Problemas de Kolmogorov-Veloso,2022-03-23 18:13:46 UTC,"Palestra no Seminario de Logica da UFBa, celebrando o dia Carolina Blasio:Diversidade na Logica",CBday logica problemas Kolmogorov-Veloso,presentation,pt,public,94,89,5,1,0,1
https://www.slideshare.net/dwnld_file?s_title=going-without-a-modality-and-its-role-251501601,https://www.slideshare.net/valeria.depaiva/going-without-a-modality-and-its-role-251501601,Going Without: a modality and its role,2022-04-03 18:18:53 UTC,"Invited talk at MSFP2022, part of ETAPS 2022 https://etaps.org/2022","modality,linear type theory,linear functional programming,linear implication",presentation,en,public,53,48,5,0,0,2
https://www.slideshare.net/dwnld_file?s_title=networked-mathematics-nlp-tools-for-better-science,https://www.slideshare.net/valeria.depaiva/networked-mathematics-nlp-tools-for-better-science,Networked Mathematics: NLP tools for Better Science,2022-04-07 22:00:15 UTC,Talk to friends in Pisa about our project Mathfoldr,"NLP,NLI,symbolic AI,Mathematics,ontologies",presentation,en,public,91,89,2,0,0,0
https://www.slideshare.net/dwnld_file?s_title=pln-para-tods,https://www.slideshare.net/valeria.depaiva/pln-para-tods,PLN para Tod@s,2022-04-28 03:16:22 UTC,"Fala no projecto IC-CID C4AI, 27 abril 2022, convite de Renata Wasserman","nlp,artificial intelligence,portuguese,openwordnet-pt",presentation,en,public,43,40,3,0,0,0
https://www.slideshare.net/dwnld_file?s_title=dialectica-categories-revisited,https://www.slideshare.net/valeria.depaiva/dialectica-categories-revisited,Dialectica Categories Revisited,2022-05-24 21:24:56 UTC,"Talk at the 8th CSLI Workshop on Logic, Rationality, and Intelligent Interaction, Stanford University, May 2022","linear logic,dialectica categories,Goedel,proof mining",presentation,en,public,62,60,2,0,0,0
https://www.slideshare.net/dwnld_file?s_title=constructive-modal-and-linear-logics-252054881,https://www.slideshare.net/valeria.depaiva/constructive-modal-and-linear-logics-252054881,Constructive Modal and Linear Logics,2022-06-24 14:21:35 UTC,"Tutorial at the Australasian Association of Logic
 June 2022","constructive modal logic,logic presentations",presentation,en,public,8,5,3,0,0,1
https://www.slideshare.net/dwnld_file?s_title=logic-representation-2021,https://www.slideshare.net/valeria.depaiva/logic-representation-2021,Logic & Representation 2021,2022-07-29 19:25:35 UTC,"slides for Logica e Representatividade, Jan 2021","gender gap,logic,logic in computer science",presentation,en,public,14,11,3,1,0,2
https://www.slideshare.net/dwnld_file?s_title=dialectica-categorical-constructions,https://www.slideshare.net/valeria.depaiva/dialectica-categorical-constructions,Dialectica Categorical Constructions,2022-08-22 20:54:39 UTC,"Talk at the First Brazil-Portugal Meeting in Mathematics, Salvador, BA","mathematics,Dialectica categories,hyperdoctrines",presentation,en,public,13,9,4,1,0,2
https://www.slideshare.net/dwnld_file?s_title=dialectica-comonoids,https://www.slideshare.net/valeria.depaiva/dialectica-comonoids,Dialectica Comonoids,2023-02-17 18:36:36 UTC,"Talk at the Logic and Algebra Seminar, University of Denver, 
 Feb 2023","categorical logic, comonoids,",presentation,en,public,15,13,2,1,0,0